year;country;desc country;commodity group;main commercial species;ers code;english name;volume(kg);weight;value(eur)
2023;AT;Austria;Freshwater fish;Other freshwater fish;FBU;Burbot;1100;Live weight;18710
2023;AT;Austria;Freshwater fish;Carp;FCG;Grass carp(=White amur);42500;Live weight;302430
2023;HR;Croatia;Freshwater fish;Carp;FCP;Common carp;2294280;Live weight;9326250
2023;HR;Croatia;Freshwater fish;Pike;FPI;Northern pike;6750;Live weight;52750
2023;HR;Croatia;Freshwater fish;Pike-perch;FPP;Pike-perch;4670;Live weight;48120
2023;HR;Croatia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;93570;Live weight;235150
2023;HR;Croatia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;937990;Live weight;1966020
2023;HR;Croatia;Other marine fish;Other marine fish;MZZ;Marine fishes nei;1442320;Live weight;10380360
2023;HR;Croatia;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;93430;Live weight;1132350
2023;HR;Croatia;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;8922280;Live weight;63151860
2023;HR;Croatia;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;59870;Live weight;388660
2023;HR;Croatia;Freshwater fish;Carp;SVC;Silver carp;215430;Live weight;255500
2023;HR;Croatia;Salmonids;Trout;TRR;Rainbow trout;418070;Live weight;1937350
2023;HR;Croatia;Salmonids;Trout;TRS;Sea trout;20200;Live weight;162290
2023;CY;Cyprus;Freshwater fish;Other freshwater fish;APB;Siberian sturgeon;1300;Live weight;22370
2023;CY;Cyprus;Other marine fish;Seabass, European;BSS;European seabass;1854000;Live weight;15421570
2023;CY;Cyprus;Other marine fish;Other marine fish;MGR;Meagre;107200;Live weight;604180
2023;CY;Cyprus;Crustaceans;Shrimp, warmwater;PNI;Indian white prawn;9400;Live weight;130680
2023;CY;Cyprus;Other marine fish;Seabream, other;REV;Japanese seabream;16200;Live weight;166440
2023;CY;Cyprus;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;3651000;Live weight;22241890
2023;CY;Cyprus;Salmonids;Trout;TRR;Rainbow trout;61100;Live weight;524540
2023;CZ;Czechia;Freshwater fish;Carp;BIC;Bighead carp;228000;Live weight;275450
2023;CZ;Czechia;Freshwater fish;Eel;ELE;European eel;200;Live weight;670
2023;CZ;Czechia;Freshwater fish;Carp;FCG;Grass carp(=White amur);496000;Live weight;1426040
2023;CZ;Czechia;Freshwater fish;Carp;FCP;Common carp;15903000;Live weight;41076940
2023;CZ;Czechia;Freshwater fish;Other freshwater fish;FPE;European perch;24000;Live weight;72390
2023;CZ;Czechia;Freshwater fish;Pike;FPI;Northern pike;125000;Live weight;911510
2023;CZ;Czechia;Freshwater fish;Pike-perch;FPP;Pike-perch;62000;Live weight;816890
2023;CZ;Czechia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;758000;Live weight;1769510
2023;CZ;Czechia;Freshwater fish;Other freshwater fish;FTE;Tench;150000;Live weight;569080
2023;CZ;Czechia;Salmonids;Other salmonids;PLN;European whitefish;2000;Live weight;8170
2023;CZ;Czechia;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;86000;Live weight;448470
2023;CZ;Czechia;Freshwater fish;Carp;SVC;Silver carp;122000;Live weight;121980
2023;CZ;Czechia;Salmonids;Trout;SVF;Brook trout;221000;Live weight;1088200
2023;CZ;Czechia;Salmonids;Trout;TRR;Rainbow trout;436100;Live weight;2031480
2023;DK;Denmark;Miscellaneous aquatic products;Seaweed and other algae;LQX;Sea belt;13800;Live weight;67110
2023;DK;Denmark;Salmonids;Trout;TRO;Trouts nei;1233900;Live weight;8055810
2023;DK;Denmark;Salmonids;Trout;TRR;Rainbow trout;21959630;Live weight;93086710
2023;EE;Estonia;Crustaceans;Freshwater crayfish;AAS;Noble crayfish;490;Live weight;30160
2023;EE;Estonia;Salmonids;Other salmonids;ACH;Arctic char;3000;Live weight;18000
2023;EE;Estonia;Freshwater fish;Eel;ELE;European eel;36590;Live weight;469700
2023;EE;Estonia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;69250;Live weight;340610
2023;EE;Estonia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;27360;Live weight;384660
2023;EE;Estonia;Salmonids;Trout;TRR;Rainbow trout;784780;Live weight;4494840
2023;FI;Finland;Other marine fish;Other marine fish;FIN;Finfishes nei;87900;Live weight;992920
2023;FI;Finland;Salmonids;Other salmonids;PLN;European whitefish;654500;Live weight;6847380
2023;FI;Finland;Salmonids;Trout;TRR;Rainbow trout;14426100;Live weight;77540290
2023;FR;France;Other marine fish;Seabass, European;BSS;European seabass;2340340;Live weight;23136890
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;506010;Live weight;4747770
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLX;Clams, etc. nei;130380;Live weight;1123790
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;693840;Live weight;2482730
2023;FR;France;Freshwater fish;Carp;FCG;Grass carp(=White amur);26120;Live weight;171470
2023;FR;France;Freshwater fish;Carp;FCP;Common carp;2005710;Live weight;8642970
2023;FR;France;Freshwater fish;Other freshwater fish;FPE;European perch;172030;Live weight;630600
2023;FR;France;Freshwater fish;Pike;FPI;Northern pike;243150;Live weight;1162630
2023;FR;France;Freshwater fish;Pike-perch;FPP;Pike-perch;195670;Live weight;782490
2023;FR;France;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;1653570;Live weight;10432120
2023;FR;France;Freshwater fish;Other freshwater fish;FRX;Roaches nei;964750;Live weight;4727300
2023;FR;France;Freshwater fish;Other freshwater fish;FTE;Tench;295930;Live weight;1472150
2023;FR;France;Crustaceans;Shrimp, warmwater;KUP;Kuruma prawn;113550;Live weight;4247760
2023;FR;France;Freshwater fish;Other freshwater fish;MPS;Largemouth black bass;118550;Live weight;524890
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;2429600;Live weight;6379200
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;52101450;Live weight;129461460
2023;FR;France;Other marine fish;Other marine fish;MZZ;Marine fishes nei;1400370;Live weight;15830640
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;1086580;Live weight;7941480
2023;FR;France;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;89323040;Live weight;506770330
2023;AT;Austria;Freshwater fish;Carp;FCP;Common carp;557320;Live weight;2816820
2023;AT;Austria;Freshwater fish;Other freshwater fish;FCY;Cyprinids nei;1610;Live weight;11310
2023;AT;Austria;Freshwater fish;Pike;FPI;Northern pike;6140;Live weight;100310
2023;AT;Austria;Freshwater fish;Pike-perch;FPP;Pike-perch;24960;Live weight;466270
2023;AT;Austria;Freshwater fish;Other freshwater fish;FRO;Roach;3600;Live weight;18950
2023;AT;Austria;Freshwater fish;Other freshwater fish;FTE;Tench;5130;Live weight;50840
2023;AT;Austria;Salmonids;Salmon;HUC;Huchen;10290;Live weight;180790
2023;AT;Austria;Salmonids;Trout;ONA;Golden trout;9730;Live weight;139460
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;APB;Siberian sturgeon;15040;Live weight;96890
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;APG;Danube sturgeon(=Osetr);170610;Live weight;1084300
2023;BG;Bulgaria;Freshwater fish;Carp;BIC;Bighead carp;613490;Live weight;953580
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;BKC;Black carp;130;Live weight;430
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;CGO;Goldfish;186780;Live weight;199600
2023;BG;Bulgaria;Freshwater fish;Freshwater catfish;CLZ;North African catfish;63610;Live weight;556480
2023;BG;Bulgaria;Crustaceans;Freshwater crayfish;CRD;Danube crayfish;700;Live weight;2490
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;2140;Live weight;2200
2023;BG;Bulgaria;Freshwater fish;Carp;FCC;Crucian carp;1000;Live weight;1350
2023;BG;Bulgaria;Freshwater fish;Carp;FCG;Grass carp(=White amur);113510;Live weight;346480
2023;BG;Bulgaria;Freshwater fish;Carp;FCP;Common carp;2780830;Live weight;9156630
2023;BG;Bulgaria;Freshwater fish;Other freshwater fish;FPE;European perch;220;Live weight;360
2023;BG;Bulgaria;Freshwater fish;Pike;FPI;Northern pike;3610;Live weight;13970
2022;AT;Austria;Crustaceans;Shrimp, warmwater;PEN;Penaeus shrimps nei;22420;Live weight;1261532
2022;EL;Greece;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;10283900;Live weight;5816574
2022;EL;Greece;Other marine fish;Other marine fish;MUF;Flathead grey mullet;254100;Live weight;569082
2022;EL;Greece;Other marine fish;Other marine fish;MZZ;Marine fishes nei;200000;Live weight;1720080
2022;EL;Greece;Crustaceans;Shrimp, warmwater;GIT;Giant tiger prawn;35000;Live weight;350016
2022;EL;Greece;Other marine fish;Seabream, other;RPG;Red porgy;4560900;Live weight;42556846
2022;EL;Greece;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;70256400;Live weight;403376473
2022;EL;Greece;Flatfish;Sole, common;SOL;Common sole;600;Live weight;3598
2022;ES;Spain;Flatfish;Sole, other;OAL;Senegalese sole;1191650;Live weight;15260987
2022;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;278280;Live weight;1537046
2022;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;1172910;Live weight;3810243
2022;ES;Spain;Crustaceans;Shrimp, warmwater;PNV;Whiteleg shrimp;50000;Live weight;1250058
2022;ES;Spain;Crustaceans;Shrimp, miscellaneous;PVR;Atlantic ditch shrimp;346640;Live weight;1736160
2022;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;QSC;Queen scallop;6930;Live weight;33550
2022;ES;Spain;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;9037950;Live weight;48694888
2022;ES;Spain;Other marine fish;Seabass, other;SPU;Spotted seabass;390;Live weight;690
2022;ES;Spain;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;28500;Live weight;211138
2022;ES;Spain;Other marine fish;Seabream, other;SWA;White seabream;1130;Live weight;1905
2022;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;SWX;Seaweeds nei;33470;Live weight;1851425
2022;ES;Spain;Crustaceans;Shrimp, warmwater;TGS;Caramote prawn;550;Live weight;15960
2022;ES;Spain;Salmonids;Trout;TRR;Rainbow trout;16465490;Live weight;62840872
2022;ES;Spain;Flatfish;Turbot;TUR;Turbot;8702110;Live weight;76003446
2022;ES;Spain;Miscellaneous aquatic products;Seaweed and other algae;ULL;Spirulina platensis;1820;Live weight;247054
2022;ES;Spain;Bivalves and other molluscs and aquatic invertebrates;Clam;VUC;Corrugated venus;75310;Live weight;1196470
2022;FI;Finland;Other marine fish;Other marine fish;FIN;Finfishes nei;228400;Live weight;1723506
2022;FI;Finland;Salmonids;Other salmonids;PLN;European whitefish;799300;Live weight;8445404
2022;FI;Finland;Salmonids;Trout;TRR;Rainbow trout;15252800;Live weight;83295541
2022;FR;France;Other marine fish;Seabass, European;BSS;European seabass;2257970;Live weight;21194983
2022;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;740370;Live weight;7094605
2022;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;CLX;Clams, etc. nei;467090;Live weight;2364092
2022;FR;France;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;1011480;Live weight;3470047
2022;FR;France;Freshwater fish;Carp;FCG;Grass carp(=White amur);15780;Live weight;81648
2022;FR;France;Freshwater fish;Carp;FCP;Common carp;1338130;Live weight;5444442
2022;FR;France;Freshwater fish;Other freshwater fish;FPE;European perch;45980;Live weight;254928
2022;FR;France;Freshwater fish;Pike;FPI;Northern pike;165190;Live weight;846358
2022;FR;France;Freshwater fish;Pike-perch;FPP;Pike-perch;69950;Live weight;359804
2022;FR;France;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;470550;Live weight;3020626
2022;FR;France;Freshwater fish;Other freshwater fish;FRX;Roaches nei;794530;Live weight;4022830
2022;FR;France;Freshwater fish;Other freshwater fish;FTE;Tench;249530;Live weight;1270137
2022;FR;France;Crustaceans;Shrimp, warmwater;KUP;Kuruma prawn;90700;Live weight;2200081
2022;LT;Lithuania;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;196810;Live weight;1663590
2022;LT;Lithuania;Salmonids;Trout;TRR;Rainbow trout;221230;Live weight;954527
2022;LV;Latvia;Freshwater fish;Freshwater catfish;CLZ;North African catfish;58000;Live weight;180032
2022;LV;Latvia;Freshwater fish;Carp;FCC;Crucian carp;12600;Live weight;13532
2022;LV;Latvia;Freshwater fish;Pike;FPI;Northern pike;1200;Live weight;4342
2022;LV;Latvia;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;633800;Live weight;1836119
2022;LV;Latvia;Freshwater fish;Other freshwater fish;FTE;Tench;3900;Live weight;14465
2022;LV;Latvia;Salmonids;Other salmonids;SLZ;Salmonids nei;114600;Live weight;864428
2022;LV;Latvia;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;45800;Live weight;390445
2022;MT;Malta;Tuna and tuna-like species;Tuna, bluefin;BFT;Atlantic bluefin tuna;15815920;Live weight;310170154
2022;MT;Malta;Other marine fish;Seabass, European;BSS;European seabass;138840;Live weight;1084127
2022;MT;Malta;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;2095780;Live weight;9179758
2022;NL;Netherlands;Freshwater fish;Freshwater catfish;CLZ;North African catfish;2400000;Live weight;4900800
2022;NL;Netherlands;Freshwater fish;Eel;ELE;European eel;2000000;Live weight;25000000
2022;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;29613000;Live weight;51239663
2022;NL;Netherlands;Other marine fish;Other marine fish;MZZ;Marine fishes nei;1610000;Live weight;23500060
2022;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYC;Cupped oysters nei;2130730;Live weight;5054090
2022;NL;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;140060;Live weight;994706
2022;PL;Poland;Freshwater fish;Other freshwater fish;ASU;Asp;1190;Live weight;6567
2022;PL;Poland;Crustaceans;Freshwater crayfish;AYS;Euro-American crayfishes nei;30;Live weight;768
2022;PL;Poland;Freshwater fish;Carp;BIC;Bighead carp;386460;Live weight;874490
2022;PL;Poland;Salmonids;Other salmonids;CHR;Chars nei;1211020;Live weight;5132987
2022;PL;Poland;Freshwater fish;Freshwater catfish;CLZ;North African catfish;424410;Live weight;1259724
2022;PL;Poland;Freshwater fish;Carp;CWG;Prussian carp;236260;Live weight;468893
2022;PL;Poland;Freshwater fish;Eel;ELE;European eel;32070;Live weight;410828
2022;PL;Poland;Freshwater fish;Other freshwater fish;FBM;Freshwater bream;4570;Live weight;13117
2022;PL;Poland;Freshwater fish;Other freshwater fish;FBU;Burbot;1000;Live weight;5975
2022;PL;Poland;Freshwater fish;Carp;FCG;Grass carp(=White amur);629360;Live weight;2657854
2022;PL;Poland;Freshwater fish;Carp;FCP;Common carp;16698180;Live weight;76449034
2022;PL;Poland;Freshwater fish;Other freshwater fish;FID;Orfe(=Ide);12990;Live weight;39486
2022;PL;Poland;Freshwater fish;Other freshwater fish;FPE;European perch;7170;Live weight;27676
2022;PL;Poland;Freshwater fish;Pike;FPI;Northern pike;224400;Live weight;1500419
2022;PL;Poland;Freshwater fish;Pike-perch;FPP;Pike-perch;33040;Live weight;307169
2022;PL;Poland;Freshwater fish;Other freshwater fish;FRF;Freshwater fishes nei;34110;Live weight;11382
2022;PL;Poland;Freshwater fish;Other freshwater fish;FRO;Roach;11510;Live weight;29388
2022;PL;Poland;Freshwater fish;Other freshwater fish;FRX;Roaches nei;400;Live weight;598
2022;PL;Poland;Freshwater fish;Other freshwater fish;FSI;Freshwater siluroids nei;2980;Live weight;6054
2022;PL;Poland;Freshwater fish;Other freshwater fish;FTE;Tench;207320;Live weight;984536
2022;PL;Poland;Salmonids;Other salmonids;PLN;European whitefish;3080;Live weight;21527
2022;PL;Poland;Salmonids;Salmon;SAL;Atlantic salmon;208530;Live weight;1330096
2022;PL;Poland;Freshwater fish;Freshwater catfish;SOM;Wels(=Som)catfish;77910;Live weight;541336
2022;PL;Poland;Freshwater fish;Other freshwater fish;STU;Sturgeons nei;756140;Live weight;4601786
2022;PL;Poland;Freshwater fish;Carp;SVC;Silver carp;52580;Live weight;136713
2022;PL;Poland;Salmonids;Trout;SVF;Brook trout;341130;Live weight;1562216
2022;PL;Poland;Salmonids;Other salmonids;TLV;Grayling;5000;Live weight;32010
2022;PL;Poland;Salmonids;Trout;TRO;Trouts nei;29760;Live weight;126235
2022;PL;Poland;Salmonids;Trout;TRR;Rainbow trout;20552830;Live weight;87169855
2022;PL;Poland;Salmonids;Trout;TRS;Sea trout;16080;Live weight;120102
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;BOY;Purple dye murex;80;Live weight;1194
2022;PT;Portugal;Other marine fish;Seabass, European;BSS;European seabass;1480950;Live weight;10409495
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;CLJ;Japanese carpet shell;8500;Live weight;43350
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;COC;Common edible cockle;126120;Live weight;280390
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;CTG;Grooved carpet shell;4232370;Live weight;82871241
2022;PT;Portugal;Freshwater fish;Eel;ELE;European eel;500;Live weight;9418
2022;PT;Portugal;Other marine fish;Other marine fish;MGS; ;2230;Live weight;6994
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MSM;Mediterranean mussel;2672000;Live weight;2511680
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MUS;Blue mussel;18550;Live weight;64596
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;MYV;Mytilus mussels nei;498660;Live weight;289002
2022;PT;Portugal;Flatfish;Sole, other;OAL;Senegalese sole;211710;Live weight;6829099
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OST;Flat and cupped oysters nei;713820;Live weight;2929120
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYF;European flat oyster;58220;Live weight;356840
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Oyster;OYG;Pacific cupped oyster;1692870;Live weight;7241196
2022;PT;Portugal;Crustaceans;Shrimp, miscellaneous;PVR;Atlantic ditch shrimp;16400;Live weight;41950
2022;PT;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;RAE;European razor clam;3940;Live weight;21100
2022;PT;Portugal;Other marine fish;Seabream, gilthead;SBG;Gilthead seabream;3351990;Live weight;19082962
